product_id,name,category,description,lost_description,price,image_url,image_path,source,item_id,search_text,price_bucket
PROD_029,Dolce Shine Eau de,personal care,"Dolce Shine by Dolce & Gabbana is a vibrant and fruity fragrance, featuring notes of mango, jasmine, and blonde woods. It's a joyful and youthful scent.","I lost a fragrance bottle that smells like a mix of mango, jasmine, and some woody notes - it's a pretty bright and fruity scent, kind of youthful and energetic. It's a bit on the smaller side, I think, and I had it in a standard rectangular case.",69.99,https://cdn.dummyjson.com/product-images/fragrances/dolce-shine-eau-de/thumbnail.webp,images/PROD_029.jpg,dummyjson,ITEM_0029,"dolce shine eau de personal care dolce shine by dolce & gabbana is a vibrant and fruity fragrance, featuring notes of mango, jasmine, and blonde woods. it's a joyful and youthful scent. i lost a fragrance bottle that smells like a mix of mango, jasmine, and some woody notes - it's a pretty bright and fruity scent, kind of youthful and energetic. it's a bit on the smaller side, i think, and i had it in a standard rectangular case.",mid-range
PROD_030,Gucci Bloom Eau de,personal care,"Gucci Bloom by Gucci is a floral and captivating fragrance, with notes of tuberose, jasmine, and Rangoon creeper. It's a modern and romantic scent.","I lost a Gucci Bloom Eau de fragrance, it's one of those high-end perfumes, really distinctive and pretty. It's got this floral smell, like tuberose and jasmine, and it's from Gucci, I think I got it from a department store on campus.",79.99,https://cdn.dummyjson.com/product-images/fragrances/gucci-bloom-eau-de/thumbnail.webp,images/PROD_030.jpg,dummyjson,ITEM_0030,"gucci bloom eau de personal care gucci bloom by gucci is a floral and captivating fragrance, with notes of tuberose, jasmine, and rangoon creeper. it's a modern and romantic scent. i lost a gucci bloom eau de fragrance, it's one of those high-end perfumes, really distinctive and pretty. it's got this floral smell, like tuberose and jasmine, and it's from gucci, i think i got it from a department store on campus.",mid-range
PROD_031,Annibale Colombo Bed,home & decor,"The Annibale Colombo Bed is a luxurious and elegant bed frame, crafted with high-quality materials for a comfortable and stylish bedroom.","I lost a really fancy bed frame, it's called the Annibale Colombo Bed and it's got a pretty unique design with some intricate details, I think it's made of wood or something.",1899.99,https://cdn.dummyjson.com/product-images/furniture/annibale-colombo-bed/thumbnail.webp,images/PROD_031.jpg,dummyjson,ITEM_0031,"annibale colombo bed home & decor the annibale colombo bed is a luxurious and elegant bed frame, crafted with high-quality materials for a comfortable and stylish bedroom. i lost a really fancy bed frame, it's called the annibale colombo bed and it's got a pretty unique design with some intricate details, i think it's made of wood or something.",luxury
PROD_032,Annibale Colombo Sofa,home & decor,"The Annibale Colombo Sofa is a sophisticated and comfortable seating option, featuring exquisite design and premium upholstery for your living room.","I lost a sofa that's really high-end, I think it's called the Annibale Colombo? It's got this really sleek design and it's super comfortable, but I'm not really sure what the brand is or where I got it.",2499.99,https://cdn.dummyjson.com/product-images/furniture/annibale-colombo-sofa/thumbnail.webp,images/PROD_032.jpg,dummyjson,ITEM_0032,"annibale colombo sofa home & decor the annibale colombo sofa is a sophisticated and comfortable seating option, featuring exquisite design and premium upholstery for your living room. i lost a sofa that's really high-end, i think it's called the annibale colombo? it's got this really sleek design and it's super comfortable, but i'm not really sure what the brand is or where i got it.",luxury
PROD_033,Bedside Table African Cherry,home & decor,"The Bedside Table in African Cherry is a stylish and functional addition to your bedroom, providing convenient storage space and a touch of elegance.","I lost a wooden bedside table that's made of a dark reddish-brown material, it's pretty stylish-looking and has a bit of a vintage vibe to it. It's got a low profile and a drawer on the right side, and I think it might be from a home goods store, but I'm not entirely sure.",299.99,https://cdn.dummyjson.com/product-images/furniture/bedside-table-african-cherry/thumbnail.webp,images/PROD_033.jpg,dummyjson,ITEM_0033,"bedside table african cherry home & decor the bedside table in african cherry is a stylish and functional addition to your bedroom, providing convenient storage space and a touch of elegance. i lost a wooden bedside table that's made of a dark reddish-brown material, it's pretty stylish-looking and has a bit of a vintage vibe to it. it's got a low profile and a drawer on the right side, and i think it might be from a home goods store, but i'm not entirely sure.",premium
PROD_034,Knoll Saarinen Executive Conference Chair,home & decor,"The Knoll Saarinen Executive Conference Chair is a modern and ergonomic chair, perfect for your office or conference room with its timeless design.","I lost a really cool office chair - it's like, a classic design, black and silver, with some kind of molded plastic seat and backrest, and it has a really distinctive curved shape. I think it was designed by some famous architect or something, and it's super heavy because of the metal base.",499.99,https://cdn.dummyjson.com/product-images/furniture/knoll-saarinen-executive-conference-chair/thumbnail.webp,images/PROD_034.jpg,dummyjson,ITEM_0034,"knoll saarinen executive conference chair home & decor the knoll saarinen executive conference chair is a modern and ergonomic chair, perfect for your office or conference room with its timeless design. i lost a really cool office chair - it's like, a classic design, black and silver, with some kind of molded plastic seat and backrest, and it has a really distinctive curved shape. i think it was designed by some famous architect or something, and it's super heavy because of the metal base.",luxury
PROD_035,Wooden Bathroom Sink With Mirror,home & decor,"The Wooden Bathroom Sink with Mirror is a unique and stylish addition to your bathroom, featuring a wooden sink countertop and a matching mirror.","I think I lost a wooden sink thing for my bathroom, it's got a wooden top and a mirror attached to it, I'm pretty sure it's from IKEA or something, it was just sitting on the counter and then I turned my back for a sec and it was gone.",799.99,https://cdn.dummyjson.com/product-images/furniture/wooden-bathroom-sink-with-mirror/thumbnail.webp,images/PROD_035.jpg,dummyjson,ITEM_0035,"wooden bathroom sink with mirror home & decor the wooden bathroom sink with mirror is a unique and stylish addition to your bathroom, featuring a wooden sink countertop and a matching mirror. i think i lost a wooden sink thing for my bathroom, it's got a wooden top and a mirror attached to it, i'm pretty sure it's from ikea or something, it was just sitting on the counter and then i turned my back for a sec and it was gone.",luxury
PROD_036,Apple,food & grocery,"Fresh and crisp apples, perfect for snacking or incorporating into various recipes.","I lost a bunch of apples in the cafeteria, they were just sitting on a table near the coffee machine, and I must have grabbed them and then...I don't know, they're just gone.",1.99,https://cdn.dummyjson.com/product-images/groceries/apple/thumbnail.webp,images/PROD_036.jpg,dummyjson,ITEM_0036,"apple food & grocery fresh and crisp apples, perfect for snacking or incorporating into various recipes. i lost a bunch of apples in the cafeteria, they were just sitting on a table near the coffee machine, and i must have grabbed them and then...i don't know, they're just gone.",budget
PROD_037,Beef Steak,food & grocery,"High-quality beef steak, great for grilling or cooking to your preferred level of doneness.","I lost a high-quality beef steak, it was probably about a pound and a half, got some nice marbling to it, and I remember it was wrapped in plastic wrap and had some condiments on it. I think I had it in my backpack or maybe in the trunk of my car, I'm not really sure where it went.",12.99,https://cdn.dummyjson.com/product-images/groceries/beef-steak/thumbnail.webp,images/PROD_037.jpg,dummyjson,ITEM_0037,"beef steak food & grocery high-quality beef steak, great for grilling or cooking to your preferred level of doneness. i lost a high-quality beef steak, it was probably about a pound and a half, got some nice marbling to it, and i remember it was wrapped in plastic wrap and had some condiments on it. i think i had it in my backpack or maybe in the trunk of my car, i'm not really sure where it went.",budget
PROD_038,Cat Food,food & grocery,Nutritious cat food formulated to meet the dietary needs of your feline friend.,"I lost a bag of cat food that I had picked up at the grocery store earlier today, it's the kind that's supposed to be good for your cat's overall health and it's definitely marked with the name of the brand on the packaging.",8.99,https://cdn.dummyjson.com/product-images/groceries/cat-food/thumbnail.webp,images/PROD_038.jpg,dummyjson,ITEM_0038,"cat food food & grocery nutritious cat food formulated to meet the dietary needs of your feline friend. i lost a bag of cat food that i had picked up at the grocery store earlier today, it's the kind that's supposed to be good for your cat's overall health and it's definitely marked with the name of the brand on the packaging.",budget
PROD_039,Chicken Meat,food & grocery,"Fresh and tender chicken meat, suitable for various culinary preparations.","I lost a package of fresh chicken meat that I had purchased from the cafeteria, and it's probably still in the area around the student union building or the library. It was in a brown bag with some lettuce and a sandwich wrapper that I had discarded, but I'm not sure if anyone picked it up or if it's just lying around somewhere.",9.99,https://cdn.dummyjson.com/product-images/groceries/chicken-meat/thumbnail.webp,images/PROD_039.jpg,dummyjson,ITEM_0039,"chicken meat food & grocery fresh and tender chicken meat, suitable for various culinary preparations. i lost a package of fresh chicken meat that i had purchased from the cafeteria, and it's probably still in the area around the student union building or the library. it was in a brown bag with some lettuce and a sandwich wrapper that i had discarded, but i'm not sure if anyone picked it up or if it's just lying around somewhere.",budget
PROD_040,Cooking Oil,food & grocery,"Versatile cooking oil suitable for frying, sautéing, and various culinary applications.","I lost a bottle of cooking oil that I use for frying and sautéing, it's a pretty common type that's usually clear or slightly tinted and comes in a standard bottle with a cap on it.",4.99,https://cdn.dummyjson.com/product-images/groceries/cooking-oil/thumbnail.webp,images/PROD_040.jpg,dummyjson,ITEM_0040,"cooking oil food & grocery versatile cooking oil suitable for frying, sautéing, and various culinary applications. i lost a bottle of cooking oil that i use for frying and sautéing, it's a pretty common type that's usually clear or slightly tinted and comes in a standard bottle with a cap on it.",budget
PROD_041,Cucumber,food & grocery,"Crisp and hydrating cucumbers, ideal for salads, snacks, or as a refreshing side.","I lost a bunch of cucumbers that were really fresh and looked good for snacking or adding to salads. They were a light green color and had a bit of a crunch to them, I think they were probably in a bag or container when I misplaced them.",1.49,https://cdn.dummyjson.com/product-images/groceries/cucumber/thumbnail.webp,images/PROD_041.jpg,dummyjson,ITEM_0041,"cucumber food & grocery crisp and hydrating cucumbers, ideal for salads, snacks, or as a refreshing side. i lost a bunch of cucumbers that were really fresh and looked good for snacking or adding to salads. they were a light green color and had a bit of a crunch to them, i think they were probably in a bag or container when i misplaced them.",budget
PROD_042,Dog Food,food & grocery,Specially formulated dog food designed to provide essential nutrients for your canine companion.,"I lost a bag of food that's specifically formulated for dogs, it's some kind of high-end brand that's supposed to be really good for their health and stuff.",10.99,https://cdn.dummyjson.com/product-images/groceries/dog-food/thumbnail.webp,images/PROD_042.jpg,dummyjson,ITEM_0042,"dog food food & grocery specially formulated dog food designed to provide essential nutrients for your canine companion. i lost a bag of food that's specifically formulated for dogs, it's some kind of high-end brand that's supposed to be really good for their health and stuff.",budget
PROD_043,Eggs,food & grocery,"Fresh eggs, a versatile ingredient for baking, cooking, or breakfast.","I think I lost some eggs on campus, they're just a dozen or so, and they're pretty standard size, not really anything special.",2.99,https://cdn.dummyjson.com/product-images/groceries/eggs/thumbnail.webp,images/PROD_043.jpg,dummyjson,ITEM_0043,"eggs food & grocery fresh eggs, a versatile ingredient for baking, cooking, or breakfast. i think i lost some eggs on campus, they're just a dozen or so, and they're pretty standard size, not really anything special.",budget
PROD_044,Fish Steak,food & grocery,"Quality fish steak, suitable for grilling, baking, or pan-searing.","I lost a fish steak, it's pretty high quality and was just fine for grilling or whatever I planned to do with it.",14.99,https://cdn.dummyjson.com/product-images/groceries/fish-steak/thumbnail.webp,images/PROD_044.jpg,dummyjson,ITEM_0044,"fish steak food & grocery quality fish steak, suitable for grilling, baking, or pan-searing. i lost a fish steak, it's pretty high quality and was just fine for grilling or whatever i planned to do with it.",budget
PROD_045,Green Bell Pepper,food & grocery,"Fresh and vibrant green bell pepper, perfect for adding color and flavor to your dishes.","I lost a green bell pepper that I had bought for a class recipe project, it's kind of a bright green color and it's still pretty firm and fresh.",1.29,https://cdn.dummyjson.com/product-images/groceries/green-bell-pepper/thumbnail.webp,images/PROD_045.jpg,dummyjson,ITEM_0045,"green bell pepper food & grocery fresh and vibrant green bell pepper, perfect for adding color and flavor to your dishes. i lost a green bell pepper that i had bought for a class recipe project, it's kind of a bright green color and it's still pretty firm and fresh.",budget
PROD_046,Green Chili Pepper,food & grocery,"Spicy green chili pepper, ideal for adding heat to your favorite recipes.","I was carrying a green chili pepper in my backpack during my morning lecture, and now it's just missing - I think I must have dropped it when I was rushing to get to my seat. It's a pretty spicy one, about the size of a finger, and it's definitely green, but I'm not sure what happened to it after that.",0.99,https://cdn.dummyjson.com/product-images/groceries/green-chili-pepper/thumbnail.webp,images/PROD_046.jpg,dummyjson,ITEM_0046,"green chili pepper food & grocery spicy green chili pepper, ideal for adding heat to your favorite recipes. i was carrying a green chili pepper in my backpack during my morning lecture, and now it's just missing - i think i must have dropped it when i was rushing to get to my seat. it's a pretty spicy one, about the size of a finger, and it's definitely green, but i'm not sure what happened to it after that.",budget
PROD_047,Honey Jar,food & grocery,"Pure and natural honey in a convenient jar, perfect for sweetening beverages or drizzling over food.","I lost a jar of pure, natural honey that's pretty standard, you know, just a plain honey jar, nothing special about it, but it's got a decent lid and it's not a cheap one, it's just a normal honey jar that I had brought with me to campus for a project.",6.99,https://cdn.dummyjson.com/product-images/groceries/honey-jar/thumbnail.webp,images/PROD_047.jpg,dummyjson,ITEM_0047,"honey jar food & grocery pure and natural honey in a convenient jar, perfect for sweetening beverages or drizzling over food. i lost a jar of pure, natural honey that's pretty standard, you know, just a plain honey jar, nothing special about it, but it's got a decent lid and it's not a cheap one, it's just a normal honey jar that i had brought with me to campus for a project.",budget
PROD_048,Ice Cream,food & grocery,"Creamy and delicious ice cream, available in various flavors for a delightful treat.","I lost a container of creamy and delicious ice cream, it was in a few different flavors and it's a pretty common brand that everyone on campus knows. It was just sitting on the backseat of my car for a minute and now it's gone, so if anyone saw it lying around the quad or in the student union, that would be really great.",5.49,https://cdn.dummyjson.com/product-images/groceries/ice-cream/thumbnail.webp,images/PROD_048.jpg,dummyjson,ITEM_0048,"ice cream food & grocery creamy and delicious ice cream, available in various flavors for a delightful treat. i lost a container of creamy and delicious ice cream, it was in a few different flavors and it's a pretty common brand that everyone on campus knows. it was just sitting on the backseat of my car for a minute and now it's gone, so if anyone saw it lying around the quad or in the student union, that would be really great.",budget
PROD_049,Juice,food & grocery,"Refreshing fruit juice, packed with vitamins and great for staying hydrated.","I lost a bottle of juice that I was drinking in the library, it's just a regular 16 oz bottle with a bright orange color and a label that says ""100% fruit juice"" on it.",3.99,https://cdn.dummyjson.com/product-images/groceries/juice/thumbnail.webp,images/PROD_049.jpg,dummyjson,ITEM_0049,"juice food & grocery refreshing fruit juice, packed with vitamins and great for staying hydrated. i lost a bottle of juice that i was drinking in the library, it's just a regular 16 oz bottle with a bright orange color and a label that says ""100% fruit juice"" on it.",budget
PROD_050,Kiwi,food & grocery,"Nutrient-rich kiwi, perfect for snacking or adding a tropical twist to your dishes.","I was eating a kiwi in the cafeteria and now it's missing, I think I dropped it on the floor and it might have gotten squished.",2.49,https://cdn.dummyjson.com/product-images/groceries/kiwi/thumbnail.webp,images/PROD_050.jpg,dummyjson,ITEM_0050,"kiwi food & grocery nutrient-rich kiwi, perfect for snacking or adding a tropical twist to your dishes. i was eating a kiwi in the cafeteria and now it's missing, i think i dropped it on the floor and it might have gotten squished.",budget
PROD_051,Lemon,food & grocery,"Zesty and tangy lemons, versatile for cooking, baking, or making refreshing beverages.","I was walking across campus yesterday and I think I must have dropped a lemon in the quad, it's a pretty standard size and it was definitely zesty, I'm not really sure what happened to it now.",0.79,https://cdn.dummyjson.com/product-images/groceries/lemon/thumbnail.webp,images/PROD_051.jpg,dummyjson,ITEM_0051,"lemon food & grocery zesty and tangy lemons, versatile for cooking, baking, or making refreshing beverages. i was walking across campus yesterday and i think i must have dropped a lemon in the quad, it's a pretty standard size and it was definitely zesty, i'm not really sure what happened to it now.",budget
PROD_052,Milk,food & grocery,"Fresh and nutritious milk, a staple for various recipes and daily consumption.","I was on campus and I think I must have left my milk in the cafeteria or maybe it fell out of my backpack, it's just a regular milk carton that I had in my bag for a recipe, nothing special about it.",3.49,https://cdn.dummyjson.com/product-images/groceries/milk/thumbnail.webp,images/PROD_052.jpg,dummyjson,ITEM_0052,"milk food & grocery fresh and nutritious milk, a staple for various recipes and daily consumption. i was on campus and i think i must have left my milk in the cafeteria or maybe it fell out of my backpack, it's just a regular milk carton that i had in my bag for a recipe, nothing special about it.",budget
PROD_053,Mulberry,food & grocery,"Sweet and juicy mulberries, perfect for snacking or adding to desserts and cereals.","I lost a bag of mulberries that I was eating throughout the day, they were pretty sweet and juicy and I think I had some in my backpack and then I must have left them there when I was studying in the library.",4.99,https://cdn.dummyjson.com/product-images/groceries/mulberry/thumbnail.webp,images/PROD_053.jpg,dummyjson,ITEM_0053,"mulberry food & grocery sweet and juicy mulberries, perfect for snacking or adding to desserts and cereals. i lost a bag of mulberries that i was eating throughout the day, they were pretty sweet and juicy and i think i had some in my backpack and then i must have left them there when i was studying in the library.",budget
PROD_054,Nescafe Coffee,food & grocery,"Quality coffee from Nescafe, available in various blends for a rich and satisfying cup.","I lost a packet of Nescafe coffee, it's one of those single-serve things that comes in a few different flavors, I think it was the original or the dark roast.",7.99,https://cdn.dummyjson.com/product-images/groceries/nescafe-coffee/thumbnail.webp,images/PROD_054.jpg,dummyjson,ITEM_0054,"nescafe coffee food & grocery quality coffee from nescafe, available in various blends for a rich and satisfying cup. i lost a packet of nescafe coffee, it's one of those single-serve things that comes in a few different flavors, i think it was the original or the dark roast.",budget
PROD_055,Potatoes,food & grocery,"Versatile and starchy potatoes, great for roasting, mashing, or as a side dish.","I lost a bag of potatoes somewhere on campus, they're just regular old potatoes that I was planning on using for a meal, not sure what they looked like exactly. They were brown on the outside and white on the inside, maybe about the size of a baseball, and I was carrying them in a paper bag.",2.29,https://cdn.dummyjson.com/product-images/groceries/potatoes/thumbnail.webp,images/PROD_055.jpg,dummyjson,ITEM_0055,"potatoes food & grocery versatile and starchy potatoes, great for roasting, mashing, or as a side dish. i lost a bag of potatoes somewhere on campus, they're just regular old potatoes that i was planning on using for a meal, not sure what they looked like exactly. they were brown on the outside and white on the inside, maybe about the size of a baseball, and i was carrying them in a paper bag.",budget
PROD_056,Protein Powder,food & grocery,"Nutrient-packed protein powder, ideal for supplementing your diet with essential proteins.","I lost a container of protein powder that I was using to help me stay healthy, it's just a plain white container with a label on it that says the brand name.",19.99,https://cdn.dummyjson.com/product-images/groceries/protein-powder/thumbnail.webp,images/PROD_056.jpg,dummyjson,ITEM_0056,"protein powder food & grocery nutrient-packed protein powder, ideal for supplementing your diet with essential proteins. i lost a container of protein powder that i was using to help me stay healthy, it's just a plain white container with a label on it that says the brand name.",budget
PROD_057,Red Onions,food & grocery,"Flavorful and aromatic red onions, perfect for adding depth to your savory dishes.","I lost a bunch of red onions, they were pretty flavorful and had a nice aroma to them, I think I was just grabbing one to toss in a salad or something and I must have dropped them on my way to class.",1.99,https://cdn.dummyjson.com/product-images/groceries/red-onions/thumbnail.webp,images/PROD_057.jpg,dummyjson,ITEM_0057,"red onions food & grocery flavorful and aromatic red onions, perfect for adding depth to your savory dishes. i lost a bunch of red onions, they were pretty flavorful and had a nice aroma to them, i think i was just grabbing one to toss in a salad or something and i must have dropped them on my way to class.",budget
PROD_058,Rice,food & grocery,"High-quality rice, a staple for various cuisines and a versatile base for many dishes.","I lost a bag of high-quality rice, it's just a regular bag, not a special brand or anything, it's just rice.",5.99,https://cdn.dummyjson.com/product-images/groceries/rice/thumbnail.webp,images/PROD_058.jpg,dummyjson,ITEM_0058,"rice food & grocery high-quality rice, a staple for various cuisines and a versatile base for many dishes. i lost a bag of high-quality rice, it's just a regular bag, not a special brand or anything, it's just rice.",budget
PROD_059,Soft Drinks,food & grocery,"Assorted soft drinks in various flavors, perfect for refreshing beverages.","I lost a bunch of assorted soft drinks - like, you know, a few different flavors like cola, lemon-lime, and root beer - they're all in plastic bottles, and they're probably still good. I was carrying them in my backpack when I was walking to class and I think I might have left them there, but I didn't really notice until now.",1.99,https://cdn.dummyjson.com/product-images/groceries/soft-drinks/thumbnail.webp,images/PROD_059.jpg,dummyjson,ITEM_0059,"soft drinks food & grocery assorted soft drinks in various flavors, perfect for refreshing beverages. i lost a bunch of assorted soft drinks - like, you know, a few different flavors like cola, lemon-lime, and root beer - they're all in plastic bottles, and they're probably still good. i was carrying them in my backpack when i was walking to class and i think i might have left them there, but i didn't really notice until now.",budget
PROD_060,Strawberry,food & grocery,"Sweet and succulent strawberries, great for snacking, desserts, or blending into smoothies.","I lost a package of strawberries that I had in my backpack this morning, they were individually wrapped and had a pretty good shelf life but now they're just all mushy and brown.",3.99,https://cdn.dummyjson.com/product-images/groceries/strawberry/thumbnail.webp,images/PROD_060.jpg,dummyjson,ITEM_0060,"strawberry food & grocery sweet and succulent strawberries, great for snacking, desserts, or blending into smoothies. i lost a package of strawberries that i had in my backpack this morning, they were individually wrapped and had a pretty good shelf life but now they're just all mushy and brown.",budget
PROD_061,Tissue Paper Box,food & grocery,"Convenient tissue paper box for everyday use, providing soft and absorbent tissues.","I lost a small, rectangular box with a soft, white tissue paper inside, it was one of those individual packs you can find in most grocery stores.",2.49,https://cdn.dummyjson.com/product-images/groceries/tissue-paper-box/thumbnail.webp,images/PROD_061.jpg,dummyjson,ITEM_0061,"tissue paper box food & grocery convenient tissue paper box for everyday use, providing soft and absorbent tissues. i lost a small, rectangular box with a soft, white tissue paper inside, it was one of those individual packs you can find in most grocery stores.",budget
PROD_062,Water,food & grocery,"Pure and refreshing bottled water, essential for staying hydrated throughout the day.","I was looking at this bottle of bottled water, and when I turned my back, it was gone. It's just a standard-sized bottle of water with a plain label, and I think I had it in my backpack or lunchbox before it disappeared.",0.99,https://cdn.dummyjson.com/product-images/groceries/water/thumbnail.webp,images/PROD_062.jpg,dummyjson,ITEM_0062,"water food & grocery pure and refreshing bottled water, essential for staying hydrated throughout the day. i was looking at this bottle of bottled water, and when i turned my back, it was gone. it's just a standard-sized bottle of water with a plain label, and i think i had it in my backpack or lunchbox before it disappeared.",budget
PROD_063,Decoration Swing,home & decor,"The Decoration Swing is a charming addition to your home decor. Crafted with intricate details, it adds a touch of elegance and whimsy to any room.","I lost a really cool decoration swing thing that's kind of like a metal swing with some carvings on it and it's got this really nice wooden frame, it's just not on campus anymore.",59.99,https://cdn.dummyjson.com/product-images/home-decoration/decoration-swing/thumbnail.webp,images/PROD_063.jpg,dummyjson,ITEM_0063,"decoration swing home & decor the decoration swing is a charming addition to your home decor. crafted with intricate details, it adds a touch of elegance and whimsy to any room. i lost a really cool decoration swing thing that's kind of like a metal swing with some carvings on it and it's got this really nice wooden frame, it's just not on campus anymore.",mid-range
PROD_064,Family Tree Photo Frame,home & decor,"The Family Tree Photo Frame is a sentimental and stylish way to display your cherished family memories. With multiple photo slots, it tells the story of your loved ones.","I lost a family photo frame that has a few photos of my relatives and is kind of a decorative thing, it's not super big or anything. It's got a bunch of little slots to put pictures in, and it's got a pretty nice design to it.",29.99,https://cdn.dummyjson.com/product-images/home-decoration/family-tree-photo-frame/thumbnail.webp,images/PROD_064.jpg,dummyjson,ITEM_0064,"family tree photo frame home & decor the family tree photo frame is a sentimental and stylish way to display your cherished family memories. with multiple photo slots, it tells the story of your loved ones. i lost a family photo frame that has a few photos of my relatives and is kind of a decorative thing, it's not super big or anything. it's got a bunch of little slots to put pictures in, and it's got a pretty nice design to it.",mid-range
PROD_065,House Showpiece Plant,home & decor,The House Showpiece Plant is an artificial plant that brings a touch of nature to your home without the need for maintenance. It adds greenery and style to any space.,"I lost a decorative plant that looks like a realistic, large greenery piece - it's about 3-4 feet tall and has a pretty natural, leafy look to it, but I think it might be made of plastic or something similar.",39.99,https://cdn.dummyjson.com/product-images/home-decoration/house-showpiece-plant/thumbnail.webp,images/PROD_065.jpg,dummyjson,ITEM_0065,"house showpiece plant home & decor the house showpiece plant is an artificial plant that brings a touch of nature to your home without the need for maintenance. it adds greenery and style to any space. i lost a decorative plant that looks like a realistic, large greenery piece - it's about 3-4 feet tall and has a pretty natural, leafy look to it, but i think it might be made of plastic or something similar.",mid-range
PROD_066,Plant Pot,home & decor,"The Plant Pot is a stylish container for your favorite plants. With a sleek design, it complements your indoor or outdoor garden, adding a modern touch to your plant display.","I lost a plant pot that's pretty modern-looking, it's got a pretty simple design but it's supposed to fit a small to medium-sized plant, and it's a pretty standard height - not too big or too small, just a normal size. It's not a super expensive item, just a regular pot that my friend lent me and I think I might have left it in my dorm room or outside in the courtyard.",14.99,https://cdn.dummyjson.com/product-images/home-decoration/plant-pot/thumbnail.webp,images/PROD_066.jpg,dummyjson,ITEM_0066,"plant pot home & decor the plant pot is a stylish container for your favorite plants. with a sleek design, it complements your indoor or outdoor garden, adding a modern touch to your plant display. i lost a plant pot that's pretty modern-looking, it's got a pretty simple design but it's supposed to fit a small to medium-sized plant, and it's a pretty standard height - not too big or too small, just a normal size. it's not a super expensive item, just a regular pot that my friend lent me and i think i might have left it in my dorm room or outside in the courtyard.",budget
PROD_067,Table Lamp,home & decor,"The Table Lamp is a functional and decorative lighting solution for your living space. With a modern design, it provides both ambient and task lighting, enhancing the atmosphere.","I lost a table lamp that's pretty standard, I guess - it's got a sleek, modern design and it's supposed to be some kind of all-purpose light source, either ambient or task lighting or whatever, and it's got a pretty distinctive shape to it. It's not super big or small, just kind of...medium, I'd say.",49.99,https://cdn.dummyjson.com/product-images/home-decoration/table-lamp/thumbnail.webp,images/PROD_067.jpg,dummyjson,ITEM_0067,"table lamp home & decor the table lamp is a functional and decorative lighting solution for your living space. with a modern design, it provides both ambient and task lighting, enhancing the atmosphere. i lost a table lamp that's pretty standard, i guess - it's got a sleek, modern design and it's supposed to be some kind of all-purpose light source, either ambient or task lighting or whatever, and it's got a pretty distinctive shape to it. it's not super big or small, just kind of...medium, i'd say.",mid-range
PROD_068,Bamboo Spatula,kitchen-accessories,"The Bamboo Spatula is a versatile kitchen tool made from eco-friendly bamboo. Ideal for flipping, stirring, and serving various dishes.","I lost a bamboo kitchen tool, it's made from bamboo and has a flat edge, not sure if it's rounded or straight, and it's pretty small. I think it might have been near the cafeteria or my dorm room, but I'm not really sure.",7.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/bamboo-spatula/thumbnail.webp,images/PROD_068.jpg,dummyjson,ITEM_0068,"bamboo spatula kitchen-accessories the bamboo spatula is a versatile kitchen tool made from eco-friendly bamboo. ideal for flipping, stirring, and serving various dishes. i lost a bamboo kitchen tool, it's made from bamboo and has a flat edge, not sure if it's rounded or straight, and it's pretty small. i think it might have been near the cafeteria or my dorm room, but i'm not really sure.",budget
PROD_069,Black Aluminium Cup,kitchen-accessories,The Black Aluminium Cup is a stylish and durable cup suitable for both hot and cold beverages. Its sleek black design adds a modern touch to your drinkware collection.,"I lost a black aluminium cup, it's pretty standard stuff - just a simple cup, not really any special features, but it's made of a decent material that's supposed to be heat-resistant.",5.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/black-aluminium-cup/thumbnail.webp,images/PROD_069.jpg,dummyjson,ITEM_0069,"black aluminium cup kitchen-accessories the black aluminium cup is a stylish and durable cup suitable for both hot and cold beverages. its sleek black design adds a modern touch to your drinkware collection. i lost a black aluminium cup, it's pretty standard stuff - just a simple cup, not really any special features, but it's made of a decent material that's supposed to be heat-resistant.",budget
PROD_070,Black Whisk,kitchen-accessories,The Black Whisk is a kitchen essential for whisking and beating ingredients. Its ergonomic handle and sleek design make it a practical and stylish tool.,"I lost a black whisk with an ergonomic handle, it's a pretty standard kitchen tool that's just been misplaced on campus somewhere.",9.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/black-whisk/thumbnail.webp,images/PROD_070.jpg,dummyjson,ITEM_0070,"black whisk kitchen-accessories the black whisk is a kitchen essential for whisking and beating ingredients. its ergonomic handle and sleek design make it a practical and stylish tool. i lost a black whisk with an ergonomic handle, it's a pretty standard kitchen tool that's just been misplaced on campus somewhere.",budget
PROD_071,Boxed Blender,kitchen-accessories,"The Boxed Blender is a powerful and compact blender perfect for smoothies, shakes, and more. Its convenient design and multiple functions make it a versatile kitchen appliance.","I lost a box with a blender inside, it's pretty big and has a bunch of buttons on the front. I'm not really sure what color it is, it's just a box with a blender inside, and I think I might have seen it in the student union or maybe in my dorm room.",39.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/boxed-blender/thumbnail.webp,images/PROD_071.jpg,dummyjson,ITEM_0071,"boxed blender kitchen-accessories the boxed blender is a powerful and compact blender perfect for smoothies, shakes, and more. its convenient design and multiple functions make it a versatile kitchen appliance. i lost a box with a blender inside, it's pretty big and has a bunch of buttons on the front. i'm not really sure what color it is, it's just a box with a blender inside, and i think i might have seen it in the student union or maybe in my dorm room.",mid-range
