product_id,name,category,description,lost_description,price,image_url,image_path,source
PROD_061,Tissue Paper Box,groceries,"Convenient tissue paper box for everyday use, providing soft and absorbent tissues.","I lost a small, rectangular box with a soft, white tissue paper inside, it was one of those individual packs you can find in most grocery stores.",2.49,https://cdn.dummyjson.com/product-images/groceries/tissue-paper-box/thumbnail.webp,images/PROD_061.jpg,dummyjson
PROD_062,Water,groceries,"Pure and refreshing bottled water, essential for staying hydrated throughout the day.","I was looking at this bottle of bottled water, and when I turned my back, it was gone. It's just a standard-sized bottle of water with a plain label, and I think I had it in my backpack or lunchbox before it disappeared.",0.99,https://cdn.dummyjson.com/product-images/groceries/water/thumbnail.webp,images/PROD_062.jpg,dummyjson
PROD_063,Decoration Swing,home-decoration,"The Decoration Swing is a charming addition to your home decor. Crafted with intricate details, it adds a touch of elegance and whimsy to any room.","I lost a really cool decoration swing thing that's kind of like a metal swing with some carvings on it and it's got this really nice wooden frame, it's just not on campus anymore.",59.99,https://cdn.dummyjson.com/product-images/home-decoration/decoration-swing/thumbnail.webp,images/PROD_063.jpg,dummyjson
PROD_064,Family Tree Photo Frame,home-decoration,"The Family Tree Photo Frame is a sentimental and stylish way to display your cherished family memories. With multiple photo slots, it tells the story of your loved ones.","I lost a family photo frame that has a few photos of my relatives and is kind of a decorative thing, it's not super big or anything. It's got a bunch of little slots to put pictures in, and it's got a pretty nice design to it.",29.99,https://cdn.dummyjson.com/product-images/home-decoration/family-tree-photo-frame/thumbnail.webp,images/PROD_064.jpg,dummyjson
PROD_065,House Showpiece Plant,home-decoration,The House Showpiece Plant is an artificial plant that brings a touch of nature to your home without the need for maintenance. It adds greenery and style to any space.,"I lost a decorative plant that looks like a realistic, large greenery piece - it's about 3-4 feet tall and has a pretty natural, leafy look to it, but I think it might be made of plastic or something similar.",39.99,https://cdn.dummyjson.com/product-images/home-decoration/house-showpiece-plant/thumbnail.webp,images/PROD_065.jpg,dummyjson
PROD_066,Plant Pot,home-decoration,"The Plant Pot is a stylish container for your favorite plants. With a sleek design, it complements your indoor or outdoor garden, adding a modern touch to your plant display.","I lost a plant pot that's pretty modern-looking, it's got a pretty simple design but it's supposed to fit a small to medium-sized plant, and it's a pretty standard height - not too big or too small, just a normal size. It's not a super expensive item, just a regular pot that my friend lent me and I think I might have left it in my dorm room or outside in the courtyard.",14.99,https://cdn.dummyjson.com/product-images/home-decoration/plant-pot/thumbnail.webp,images/PROD_066.jpg,dummyjson
PROD_067,Table Lamp,home-decoration,"The Table Lamp is a functional and decorative lighting solution for your living space. With a modern design, it provides both ambient and task lighting, enhancing the atmosphere.","I lost a table lamp that's pretty standard, I guess - it's got a sleek, modern design and it's supposed to be some kind of all-purpose light source, either ambient or task lighting or whatever, and it's got a pretty distinctive shape to it. It's not super big or small, just kind of...medium, I'd say.",49.99,https://cdn.dummyjson.com/product-images/home-decoration/table-lamp/thumbnail.webp,images/PROD_067.jpg,dummyjson
PROD_068,Bamboo Spatula,kitchen-accessories,"The Bamboo Spatula is a versatile kitchen tool made from eco-friendly bamboo. Ideal for flipping, stirring, and serving various dishes.","I lost a bamboo kitchen tool, it's made from bamboo and has a flat edge, not sure if it's rounded or straight, and it's pretty small. I think it might have been near the cafeteria or my dorm room, but I'm not really sure.",7.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/bamboo-spatula/thumbnail.webp,images/PROD_068.jpg,dummyjson
PROD_069,Black Aluminium Cup,kitchen-accessories,The Black Aluminium Cup is a stylish and durable cup suitable for both hot and cold beverages. Its sleek black design adds a modern touch to your drinkware collection.,"I lost a black aluminium cup, it's pretty standard stuff - just a simple cup, not really any special features, but it's made of a decent material that's supposed to be heat-resistant.",5.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/black-aluminium-cup/thumbnail.webp,images/PROD_069.jpg,dummyjson
PROD_070,Black Whisk,kitchen-accessories,The Black Whisk is a kitchen essential for whisking and beating ingredients. Its ergonomic handle and sleek design make it a practical and stylish tool.,"I lost a black whisk with an ergonomic handle, it's a pretty standard kitchen tool that's just been misplaced on campus somewhere.",9.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/black-whisk/thumbnail.webp,images/PROD_070.jpg,dummyjson
PROD_071,Boxed Blender,kitchen-accessories,"The Boxed Blender is a powerful and compact blender perfect for smoothies, shakes, and more. Its convenient design and multiple functions make it a versatile kitchen appliance.","I lost a box with a blender inside, it's pretty big and has a bunch of buttons on the front. I'm not really sure what color it is, it's just a box with a blender inside, and I think I might have seen it in the student union or maybe in my dorm room.",39.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/boxed-blender/thumbnail.webp,images/PROD_071.jpg,dummyjson
PROD_072,Carbon Steel Wok,kitchen-accessories,"The Carbon Steel Wok is a versatile cooking pan suitable for stir-frying, sautéing, and deep frying. Its sturdy construction ensures even heat distribution for delicious meals.","I lost a really big, heavy wok that's made of some kind of metal - it's got a non-stick coating, I think - it's just a pretty standard size, not too fancy, but really useful for cooking.",29.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/carbon-steel-wok/thumbnail.webp,images/PROD_072.jpg,dummyjson
PROD_073,Chopping Board,kitchen-accessories,"The Chopping Board is an essential kitchen accessory for food preparation. Made from durable material, it provides a safe and hygienic surface for cutting and chopping.","I lost a plastic chopping board, it's pretty standard size, not too big or too small, and it's got a bit of a rough edge around the edges.",12.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/chopping-board/thumbnail.webp,images/PROD_073.jpg,dummyjson
PROD_074,Citrus Squeezer Yellow,kitchen-accessories,The Citrus Squeezer in Yellow is a handy tool for extracting juice from citrus fruits. Its vibrant color adds a cheerful touch to your kitchen gadgets.,"I lost a yellow kitchen gadget that looks like a squeezer, it's pretty bright and cheerful. I think it's used for squeezing juice out of citrus fruits, but I'm not entirely sure – it's not a really distinctive shape or anything.",8.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/citrus-squeezer-yellow/thumbnail.webp,images/PROD_074.jpg,dummyjson
PROD_075,Egg Slicer,kitchen-accessories,"The Egg Slicer is a convenient tool for slicing boiled eggs evenly. It's perfect for salads, sandwiches, and other dishes where sliced eggs are desired.","I lost a kitchen gadget that looks like a long, flat, rectangular thing with a small blade on the end, it's used to slice boiled eggs into even pieces, and it's pretty handy to have around.",6.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/egg-slicer/thumbnail.webp,images/PROD_075.jpg,dummyjson
PROD_076,Electric Stove,kitchen-accessories,The Electric Stove provides a portable and efficient cooking solution. Ideal for small kitchens or as an additional cooking surface for various culinary needs.,"I lost a pretty big, heavy appliance that's basically an electric stove, it's got a bunch of burners and a cooktop surface, it's kind of big and bulky.",49.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/electric-stove/thumbnail.webp,images/PROD_076.jpg,dummyjson
PROD_077,Fine Mesh Strainer,kitchen-accessories,The Fine Mesh Strainer is a versatile tool for straining liquids and sifting dry ingredients. Its fine mesh ensures efficient filtering for smooth cooking and baking.,"I lost a kitchen strainer thingy - it's got a super fine mesh and it's pretty small, so it might be hard to spot, but it's usually black with some sort of design on it. I think I had it in the cafeteria or in my dorm room, but I could be wrong.",9.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/fine-mesh-strainer/thumbnail.webp,images/PROD_077.jpg,dummyjson
PROD_078,Fork,kitchen-accessories,The Fork is a classic utensil for various dining and serving purposes. Its durable and ergonomic design makes it a reliable choice for everyday use.,"I lost a fork, it's just a standard, everyday fork with a bit of a bend in the middle, and it's got some scratches on the handle. It's not a fancy one or anything, just a basic fork that I was using in the cafeteria.",3.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/fork/thumbnail.webp,images/PROD_078.jpg,dummyjson
PROD_079,Glass,kitchen-accessories,The Glass is a versatile and elegant drinking vessel suitable for a variety of beverages. Its clear design allows you to enjoy the colors and textures of your drinks.,"I lost a clear glass that's pretty standard, just a normal drinking vessel - it's not super fancy, but it's one of my favorites. It's just a clear glass, nothing special, but I was really attached to it and I think it might be around somewhere on campus.",4.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/glass/thumbnail.webp,images/PROD_079.jpg,dummyjson
PROD_080,Grater Black,kitchen-accessories,"The Grater in Black is a handy kitchen tool for grating cheese, vegetables, and more. Its sleek design and sharp blades make food preparation efficient and easy.","I lost a black kitchen tool thingy, it's for grating stuff and it has some sharp edges, I think it was a pretty modern design. I don't remember exactly where I had it last, but it was probably in my dorm room or maybe I took it out to study in the library.",10.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/grater-black/thumbnail.webp,images/PROD_080.jpg,dummyjson
PROD_081,Hand Blender,kitchen-accessories,"The Hand Blender is a versatile kitchen appliance for blending, pureeing, and mixing. Its compact design and powerful motor make it a convenient tool for various recipes.","I think I lost a hand blender that was kind of a medium size, with a small container on the end that holds the blades, and it had a cord that plugged into a wall outlet, but I'm not really sure what color it was. It was pretty compact, so it might have been stuck in a drawer or something, and I've been searching around my dorm room and the cafeteria.",34.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/hand-blender/thumbnail.webp,images/PROD_081.jpg,dummyjson
PROD_082,Ice Cube Tray,kitchen-accessories,The Ice Cube Tray is a practical accessory for making ice cubes in various shapes. Perfect for keeping your drinks cool and adding a fun element to your beverages.,"I lost a kitchen tray thingy with little cube-shaped holes in it - I think it's made of plastic or something - it's pretty small, about the size of a phone, and it has those little cube holes that make ice cubes in different shapes. I was using it in the dorm's kitchen and I think I left it on the counter, but it's nowhere to be found now.",5.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/ice-cube-tray/thumbnail.webp,images/PROD_082.jpg,dummyjson
PROD_083,Kitchen Sieve,kitchen-accessories,The Kitchen Sieve is a versatile tool for sifting and straining dry and wet ingredients. Its fine mesh design ensures smooth results in your cooking and baking.,"I lost a kitchen sieve thingy that I think is just a mesh screen with some kind of handle on it - it was kinda big and had a bunch of holes in it, I remember using it to sift flour for a baking project, but it's probably just somewhere on campus now.",7.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/kitchen-sieve/thumbnail.webp,images/PROD_083.jpg,dummyjson
PROD_084,Knife,kitchen-accessories,"The Knife is an essential kitchen tool for chopping, slicing, and dicing. Its sharp blade and ergonomic handle make it a reliable choice for food preparation.","I lost a knife that I use for everyday food prep, it's pretty standard stuff - a sharp blade and an ergonomic handle, nothing too fancy.",14.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/knife/thumbnail.webp,images/PROD_084.jpg,dummyjson
PROD_085,Lunch Box,kitchen-accessories,"The Lunch Box is a convenient and portable container for packing and carrying your meals. With compartments for different foods, it's perfect for on-the-go dining.","I lost a lunch box that's a bit on the smaller side, with a few compartments and a handle on the side, probably made of some kind of lightweight material. It's not super distinctive, but I think it's a decent size, about 5x7 inches or so, and has some kind of branding or logo on it that I think is a university logo, but I'm not entirely sure.",12.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/lunch-box/thumbnail.webp,images/PROD_085.jpg,dummyjson
PROD_086,Microwave Oven,kitchen-accessories,"The Microwave Oven is a versatile kitchen appliance for quick and efficient cooking, reheating, and defrosting. Its compact size makes it suitable for various kitchen setups.","I lost a microwave oven, it's one of those compact ones that's pretty standard in size, and it's just a normal kitchen appliance that's usually used for reheating food and stuff. It was just sitting on my desk in my dorm room, I think I might have taken it out for a minute and it's not there now.",89.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/microwave-oven/thumbnail.webp,images/PROD_086.jpg,dummyjson
PROD_087,Mug Tree Stand,kitchen-accessories,The Mug Tree Stand is a stylish and space-saving solution for organizing your mugs. Keep your favorite mugs easily accessible and neatly displayed in your kitchen.,"I lost a tree-shaped stand for holding mugs in my kitchen, it's got a pretty modern design and it was white with some kind of pattern on the trunk.",15.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/mug-tree-stand/thumbnail.webp,images/PROD_087.jpg,dummyjson
PROD_088,Pan,kitchen-accessories,"The Pan is a versatile and essential cookware item for frying, sautéing, and cooking various dishes. Its non-stick coating ensures easy food release and cleanup.","I lost a non-stick pan, it's a pretty standard size and shape, maybe around 9-10 inches in diameter. It's not a fancy-schmancy pan, just a basic one with a non-stick coating that's been working fine for me, I don't remember where I had it last.",24.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/pan/thumbnail.webp,images/PROD_088.jpg,dummyjson
PROD_089,Plate,kitchen-accessories,The Plate is a classic and essential dishware item for serving meals. Its durable and stylish design makes it suitable for everyday use or special occasions.,"I think I lost a white plate with a simple design on it, maybe a small logo or pattern, and it's pretty standard-sized for a dinner plate. It's not super fancy, but it's one of those things that's always been there, you know?",3.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/plate/thumbnail.webp,images/PROD_089.jpg,dummyjson
PROD_090,Red Tongs,kitchen-accessories,The Red Tongs are versatile kitchen tongs suitable for various cooking and serving tasks. Their vibrant color adds a pop of excitement to your kitchen utensils.,"I lost a pair of red kitchen tongs with a sort of bright, fire engine color that's pretty noticeable. They're not super fancy, just regular tongs that I was using to grab food from a pot or something.",6.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/red-tongs/thumbnail.webp,images/PROD_090.jpg,dummyjson
PROD_091,Silver Pot With Glass Cap,kitchen-accessories,"The Silver Pot with Glass Cap is a stylish and functional cookware item for boiling, simmering, and preparing delicious meals. Its glass cap allows you to monitor cooking progress.","I lost a silver pot with a glass lid - it's pretty standard-looking, just a silver color with a clear glass top that helps me check on whatever's inside while it's cooking.",39.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/silver-pot-with-glass-cap/thumbnail.webp,images/PROD_091.jpg,dummyjson
PROD_092,Slotted Turner,kitchen-accessories,"The Slotted Turner is a kitchen utensil designed for flipping and turning food items. Its slotted design allows excess liquid to drain, making it ideal for frying and sautéing.","I lost a kitchen utensil that's kind of a long, thin tongs thing with holes in it to let out excess moisture, I think it's for flipping food in pans or something. It's pretty lightweight and has a handle on one end, but I'm not really sure what it's made of or where I was when I last had it.",8.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/slotted-turner/thumbnail.webp,images/PROD_092.jpg,dummyjson
PROD_093,Spice Rack,kitchen-accessories,The Spice Rack is a convenient organizer for your spices and seasonings. Keep your kitchen essentials within reach and neatly arranged with this stylish spice rack.,"I lost a spice rack that I had gotten for my dorm room, it's just a simple organizer with a bunch of little containers for spices and seasonings, it's not really worth much but it was a gift from my family.",19.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/spice-rack/thumbnail.webp,images/PROD_093.jpg,dummyjson
PROD_094,Spoon,kitchen-accessories,"The Spoon is a versatile kitchen utensil for stirring, serving, and tasting. Its ergonomic design and durable construction make it an essential tool for every kitchen.","I lost a spoon on campus, it's a normal-looking one that I was using for lunch in the cafeteria - it's silver with a slight bend to the handle and has some scratches on the bowl part.",4.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/spoon/thumbnail.webp,images/PROD_094.jpg,dummyjson
PROD_095,Tray,kitchen-accessories,"The Tray is a functional and decorative item for serving snacks, appetizers, or drinks. Its stylish design makes it a versatile accessory for entertaining guests.","I lost a tray that's, like, a pretty standard size, maybe around 12 inches square, with a wooden or maybe metal base and a pretty modern design, it's got some kind of pattern or texture on it, but I'm not really sure what it is. It's got a lip around the edge to keep things from spilling over, and it's just a really useful thing for having snacks or appetizers when I'm studying or hanging out with friends.",16.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/tray/thumbnail.webp,images/PROD_095.jpg,dummyjson
PROD_096,Wooden Rolling Pin,kitchen-accessories,The Wooden Rolling Pin is a classic kitchen tool for rolling out dough for baking. Its smooth surface and sturdy handles make it easy to achieve uniform thickness.,"I lost a wooden rolling pin that's pretty standard, it's got a smooth surface and some kind of handle on it, and it's made of wood, I think it's a pretty common tool for baking stuff. It's not too big or too small, it's just your average rolling pin, I'm not sure what it looks like except it's wooden and has some grips on it.",11.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/wooden-rolling-pin/thumbnail.webp,images/PROD_096.jpg,dummyjson
PROD_097,Yellow Peeler,kitchen-accessories,The Yellow Peeler is a handy tool for peeling fruits and vegetables with ease. Its bright yellow color adds a cheerful touch to your kitchen gadgets.,"I lost a yellow kitchen gadget that's kinda like a peeler, but it's got a really bright yellow color and it's pretty compact. It was pretty easy to carry around and I had it with me when I was studying in the library, but now it's nowhere to be found.",5.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/yellow-peeler/thumbnail.webp,images/PROD_097.jpg,dummyjson
PROD_098,Apple MacBook Pro 14 Inch Space Grey,laptops,"The MacBook Pro 14 Inch in Space Grey is a powerful and sleek laptop, featuring Apple's M1 Pro chip for exceptional performance and a stunning Retina display.","I lost my MacBook Pro 14 inch, it's a pretty standard laptop that I've had for a while, and it's grey with a big screen and all the usual Apple features. It was in a bag when I was walking across campus, but when I went to grab it later, it was gone.",1999.99,https://cdn.dummyjson.com/product-images/laptops/apple-macbook-pro-14-inch-space-grey/thumbnail.webp,images/PROD_098.jpg,dummyjson
PROD_099,Asus Zenbook Pro Dual Screen Laptop,laptops,"The Asus Zenbook Pro Dual Screen Laptop is a high-performance device with dual screens, providing productivity and versatility for creative professionals.","I lost a laptop with a distinctive dual-screen design, it's a bit heavy and has a silver and black casing. It's a pretty high-end device with a lot of ports and a really long battery life, but it's a pretty unique-looking thing.",1799.99,https://cdn.dummyjson.com/product-images/laptops/asus-zenbook-pro-dual-screen-laptop/thumbnail.webp,images/PROD_099.jpg,dummyjson
PROD_100,Huawei Matebook X Pro,laptops,"The Huawei Matebook X Pro is a slim and stylish laptop with a high-resolution touchscreen display, offering a premium experience for users on the go.","I lost a laptop, it's really thin and has a touchscreen, I think it's a high-end model, but I'm not really sure.",1399.99,https://cdn.dummyjson.com/product-images/laptops/huawei-matebook-x-pro/thumbnail.webp,images/PROD_100.jpg,dummyjson
PROD_101,Lenovo Yoga 920,laptops,"The Lenovo Yoga 920 is a 2-in-1 convertible laptop with a flexible hinge, allowing you to use it as a laptop or tablet, offering versatility and portability.","I lost a laptop that's kind of a 2-in-1 thing, it's a Lenovo Yoga 920, I think, with a hinge that you can bend and it can work in different modes. It's silver and has some scratches on the screen, I'm pretty sure I had it right here on campus, but I must have misplaced it somewhere.",1099.99,https://cdn.dummyjson.com/product-images/laptops/lenovo-yoga-920/thumbnail.webp,images/PROD_101.jpg,dummyjson
PROD_102,New DELL XPS 13 9300 Laptop,laptops,"The New DELL XPS 13 9300 Laptop is a compact and powerful device, featuring a virtually borderless InfinityEdge display and high-end performance for various tasks.","I lost a laptop that's a pretty compact ultrabook, it's got that InfinityEdge display where the screen meets the body, and it's got a lot of processing power for general use and stuff like that. It's a DELL XPS model, I think, but I'm not really sure what the exact model number is - it's got some kind of 9300 series designation or something.",1499.99,https://cdn.dummyjson.com/product-images/laptops/new-dell-xps-13-9300-laptop/thumbnail.webp,images/PROD_102.jpg,dummyjson
PROD_103,Blue & Black Check Shirt,mens-shirts,"The Blue & Black Check Shirt is a stylish and comfortable men's shirt featuring a classic check pattern. Made from high-quality fabric, it's suitable for both casual and semi-formal occasions.","I lost a blue and black check shirt, it's a pretty standard-looking guy's shirt with a classic check pattern, it's pretty casual and comfy.",29.99,https://cdn.dummyjson.com/product-images/mens-shirts/blue-&-black-check-shirt/thumbnail.webp,images/PROD_103.jpg,dummyjson
PROD_104,Gigabyte Aorus Men Tshirt,mens-shirts,"The Gigabyte Aorus Men Tshirt is a cool and casual shirt for gaming enthusiasts. With the Aorus logo and sleek design, it's perfect for expressing your gaming style.","I lost a black or dark gray t-shirt with the Gigabyte Aorus logo on it, it's pretty plain but the logo is on the chest and it's a pretty standard fit. I think I took it off when I was studying in the library and now it's gone.",24.99,https://cdn.dummyjson.com/product-images/mens-shirts/gigabyte-aorus-men-tshirt/thumbnail.webp,images/PROD_104.jpg,dummyjson
PROD_105,Man Plaid Shirt,mens-shirts,The Man Plaid Shirt is a timeless and versatile men's shirt with a classic plaid pattern. Its comfortable fit and casual style make it a wardrobe essential for various occasions.,"I lost a man's shirt with a classic plaid pattern, it's pretty classic-looking with a bit of a casual vibe, just a normal, everyday shirt that I was wearing when I couldn't find it. It's a pretty standard size, I think, but I'm not really sure - it was just my shirt, you know?",34.99,https://cdn.dummyjson.com/product-images/mens-shirts/man-plaid-shirt/thumbnail.webp,images/PROD_105.jpg,dummyjson
PROD_106,Man Short Sleeve Shirt,mens-shirts,"The Man Short Sleeve Shirt is a breezy and stylish option for warm days. With a comfortable fit and short sleeves, it's perfect for a laid-back yet polished look.","I lost a short sleeve shirt, it's a pretty casual, breezy style that I was wearing when I last had it. It's got short sleeves, a relaxed fit, and I'm pretty sure it was a bit lighter-colored than my usual shirts.",19.99,https://cdn.dummyjson.com/product-images/mens-shirts/man-short-sleeve-shirt/thumbnail.webp,images/PROD_106.jpg,dummyjson
PROD_107,Men Check Shirt,mens-shirts,"The Men Check Shirt is a classic and versatile shirt featuring a stylish check pattern. Suitable for various occasions, it adds a smart and polished touch to your wardrobe.","I lost a check-patterned men's shirt, it's pretty plain but has a classic look that I've worn to a lot of gatherings and classes.",27.99,https://cdn.dummyjson.com/product-images/mens-shirts/men-check-shirt/thumbnail.webp,images/PROD_107.jpg,dummyjson
PROD_108,Nike Air Jordan 1 Red And Black,mens-shoes,"The Nike Air Jordan 1 in Red and Black is an iconic basketball sneaker known for its stylish design and high-performance features, making it a favorite among sneaker enthusiasts and athletes.","I lost a pair of black and red sneakers, I think they're a specific style that's pretty well-known, probably a high-end brand, and they have a distinctive design element that's meant to look like a basketball.",149.99,https://cdn.dummyjson.com/product-images/mens-shoes/nike-air-jordan-1-red-and-black/thumbnail.webp,images/PROD_108.jpg,dummyjson
PROD_109,Nike Baseball Cleats,mens-shoes,Nike Baseball Cleats are designed for maximum traction and performance on the baseball field. They provide stability and support for players during games and practices.,"I lost a pair of black and white Nike cleats with a few scuffs on the soles, they're pretty worn out and have a bit of a broken tongue on the right one, I think I was playing baseball at the stadium last night and I must have taken them off when I was running between bases and now they're gone.",79.99,https://cdn.dummyjson.com/product-images/mens-shoes/nike-baseball-cleats/thumbnail.webp,images/PROD_109.jpg,dummyjson
PROD_110,Puma Future Rider Trainers,mens-shoes,"The Puma Future Rider Trainers offer a blend of retro style and modern comfort. Perfect for casual wear, these trainers provide a fashionable and comfortable option for everyday use.","I lost a pair of shoes that are a pretty classic style, kind of like old-school running shoes but still look cool and modern. They're white with a bit of a retro vibe, and I think they might have some kind of bold stripe or logo on the side.",89.99,https://cdn.dummyjson.com/product-images/mens-shoes/puma-future-rider-trainers/thumbnail.webp,images/PROD_110.jpg,dummyjson
PROD_111,Sports Sneakers Off White & Red,mens-shoes,"The Sports Sneakers in Off White and Red combine style and functionality, making them a fashionable choice for sports enthusiasts. The red and off-white color combination adds a bold and energetic touch.","I lost my black sports sneakers that have off white and red laces and a red sole, they're pretty standard athletic shoes but I really need them for school.",119.99,https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-&-red/thumbnail.webp,images/PROD_111.jpg,dummyjson
PROD_112,Sports Sneakers Off White Red,mens-shoes,"Another variant of the Sports Sneakers in Off White Red, featuring a unique design. These sneakers offer style and comfort for casual occasions.","I think I lost a pair of white and red sneakers that have a pretty distinctive design on them. They're like a variation of the Sports Sneakers, I'm not sure if I got them at the same place as my other pair, but they're the same style and color combo.",109.99,https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-red/thumbnail.webp,images/PROD_112.jpg,dummyjson
PROD_113,Brown Leather Belt Watch,mens-watches,"The Brown Leather Belt Watch is a stylish timepiece with a classic design. Featuring a genuine leather strap and a sleek dial, it adds a touch of sophistication to your look.","I lost a brown leather watch with a classic design, it's got a genuine leather strap that's a bit worn down in some spots. It's pretty simple looking, just a basic dial with no fancy numbers or decorations, just a straightforward time and date.",89.99,https://cdn.dummyjson.com/product-images/mens-watches/brown-leather-belt-watch/thumbnail.webp,images/PROD_113.jpg,dummyjson
PROD_114,Longines Master Collection,mens-watches,"The Longines Master Collection is an elegant and refined watch known for its precision and craftsmanship. With a timeless design, it's a symbol of luxury and sophistication.","I lost a watch that's a long, thin timepiece with a leather strap - it's got a pretty classic look, you know, kind of elegant and refined, with a lot of details that suggest it's a high-end piece. It's not super distinctive, but it's definitely a luxury watch brand that I'm pretty sure is called Longines, and it's got a pretty distinctive logo on the face.",1499.99,https://cdn.dummyjson.com/product-images/mens-watches/longines-master-collection/thumbnail.webp,images/PROD_114.jpg,dummyjson
PROD_115,Rolex Cellini Date Black Dial,mens-watches,"The Rolex Cellini Date with Black Dial is a classic and prestigious watch. With a black dial and date complication, it exudes sophistication and is a symbol of Rolex's heritage.","I lost a watch that's a classic style, it's a black face with date numbers and a pretty minimalist design overall. It's a well-known brand, and I'm pretty sure it's a specific model, but I didn't really pay attention to the details when I last had it.",8999.99,https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-date-black-dial/thumbnail.webp,images/PROD_115.jpg,dummyjson
PROD_116,Rolex Cellini Moonphase,mens-watches,"The Rolex Cellini Moonphase is a masterpiece of horology, featuring a moon phase complication and exquisite design. It reflects Rolex's commitment to precision and elegance.","I lost a watch that's a pretty high-end model, it's got a silver case with a moon phase display on the face and it's just really nicely made. It's a pretty distinctive-looking watch, so I'm hoping someone might have seen it lying around or something.",12999.99,https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-moonphase/thumbnail.webp,images/PROD_116.jpg,dummyjson
PROD_117,Rolex Datejust,mens-watches,"The Rolex Datejust is an iconic and versatile timepiece with a date window. Known for its timeless design and reliability, it's a symbol of Rolex's watchmaking excellence.","I lost a silver and gold watch with a date window, it's a pretty classic design that's just a bit scratched on the edge, and it's got a pretty long strap that might be a bit too loose. I think I had it when I was walking across campus, but it's gone now and I'm not really sure where I lost it.",10999.99,https://cdn.dummyjson.com/product-images/mens-watches/rolex-datejust/thumbnail.webp,images/PROD_117.jpg,dummyjson
PROD_118,Rolex Submariner Watch,mens-watches,"The Rolex Submariner is a legendary dive watch with a rich history. Known for its durability and water resistance, it's a symbol of adventure and exploration.","I lost a watch that I think is a Rolex Submariner, it's a pretty distinctive style with a black and blue face and a bunch of other markings that I don't know the exact meaning of, but it's definitely got some serious depth to it.",13999.99,https://cdn.dummyjson.com/product-images/mens-watches/rolex-submariner-watch/thumbnail.webp,images/PROD_118.jpg,dummyjson
PROD_119,Amazon Echo Plus,mobile-accessories,The Amazon Echo Plus is a smart speaker with built-in Alexa voice control. It features premium sound quality and serves as a hub for controlling smart home devices.,"I lost a smart speaker that's a little larger than a hockey puck, it's got a round body with a speaker on top and a small screen on the side, and it's got a weird cord that plugs into a wall outlet. It's got a fancy voice assistant that can do lots of stuff, but I'm not really sure what else it can do besides play music and answer questions.",99.99,https://cdn.dummyjson.com/product-images/mobile-accessories/amazon-echo-plus/thumbnail.webp,images/PROD_119.jpg,dummyjson
PROD_120,Apple Airpods,mobile-accessories,"The Apple Airpods offer a seamless wireless audio experience. With easy pairing, high-quality sound, and Siri integration, they are perfect for on-the-go listening.","I lost a pair of earbuds - they're a type of wireless earbuds that I use for listening to music or watching videos, and they have a bit of a distinct shape to them, but I'm not really sure what the exact design is.",129.99,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods/thumbnail.webp,images/PROD_120.jpg,dummyjson
